screenshot_id,source_file,record_index,bug_id,execution_id,test_case_id,screen_name,module,buttons_json,labels_json,menus_json,dialog_boxes_json,tables_json,warning_messages_json,error_messages_json,field_values_json,captured_time,user_action
ocr_batch_009.json:1103,ocr_batch_009.json,1103,BUG-005386,EXEC-017961,TC-004022,Studio Dashboard,Project,"[""Material"", ""Strong"", ""Tv""]","[""Street"", ""Machine"", ""Team"", ""Pretty"", ""Wear"", ""Well"", ""Industry""]","[""File"", ""Edit"", ""View"", ""Reports"", ""Configuration""]","[""Confirm Require?""]","[""Perhaps List""]","[""""]","[""The accountant calculated the manufacturing order triggering a workflow notification.""]","{""administration"": ""safe"", ""car"": ""guess""}",1973-12-18T15:48:29,The manager verified the POS receipt and successfully completed the transaction. The sales representative calculated the POS receipt which resulted in an AccessError.
ocr_batch_009.json:1104,ocr_batch_009.json,1104,BUG-004591,EXEC-008167,TC-008859,Helpdesk Dashboard,Documents,"[""Administration"", ""Already"", ""Ago"", ""He"", ""Coach""]","[""Mean"", ""Safe"", ""Notice"", ""Really"", ""Various"", ""Republican"", ""Somebody"", ""Race""]","[""File"", ""Edit"", ""View"", ""Reports"", ""Configuration""]","[""Confirm Tonight?""]","[""Summer List""]","[""The background job escalated the transfer triggering a workflow notification.""]","[""The accountant calculated the employee record while ensuring all mandatory fields were populated.""]","{""challenge"": ""side"", ""safe"": ""nation"", ""great"": ""people"", ""fight"": ""per"", ""kind"": ""total"", ""sense"": ""thing""}",1990-11-11T05:11:33,The API endpoint verified the POS receipt but the system raised a validation exception.
ocr_batch_009.json:1105,ocr_batch_009.json,1105,BUG-000232,EXEC-011382,TC-006403,Inventory Dashboard,Manufacturing,"[""Top"", ""Meet"", ""Assume""]","[""Mother"", ""Company"", ""College"", ""Much"", ""Page"", ""Culture"", ""Between"", ""Beyond""]","[""File"", ""Edit"", ""View"", ""Reports"", ""Configuration""]","[""Confirm Listen?""]","[""Respond List""]","[""The warehouse operator updated the POS receipt triggering a workflow notification.""]","[""The API endpoint deleted the invoice which resulted in an AccessError.""]","{""government"": ""anyone"", ""federal"": ""trouble""}",1990-08-09T14:21:10,The API endpoint verified the subscription renewal while ensuring all mandatory fields were populated. The manager verified the employee record triggering a workflow notification.
ocr_batch_009.json:1106,ocr_batch_009.json,1106,BUG-003488,EXEC-013549,TC-005408,Helpdesk Dashboard,Studio,"[""Billion"", ""Face"", ""Place"", ""Citizen""]","[""South"", ""More"", ""Low""]","[""File"", ""Edit"", ""View"", ""Reports"", ""Configuration""]","[""Confirm Enough?""]","[""Enough List""]","[""""]","[""The warehouse operator escalated the POS receipt triggering a workflow notification.""]","{""red"": ""indeed"", ""information"": ""condition"", ""medical"": ""success"", ""office"": ""leader"", ""plan"": ""pull"", ""network"": ""type""}",1979-06-12T00:39:55,The API endpoint validated the transfer after verifying the related documents. The API endpoint calculated the incoming shipment which resulted in an AccessError.
ocr_batch_009.json:1107,ocr_batch_009.json,1107,BUG-006327,EXEC-002155,TC-017143,Documents Dashboard,Inventory,"[""Certain"", ""Artist""]","[""They"", ""Question"", ""Nature"", ""Strong"", ""Technology""]","[""File"", ""Edit"", ""View"", ""Reports"", ""Configuration""]","[""Confirm Sometimes?""]","[""Actually List""]","[""""]","[""""]","{""continue"": ""brother"", ""choose"": ""stuff"", ""stay"": ""stay"", ""one"": ""analysis"", ""statement"": ""improve""}",1988-04-17T01:06:01,The accountant configured the employee record which resulted in an AccessError. The system deleted the transfer and successfully completed the transaction.
ocr_batch_009.json:1108,ocr_batch_009.json,1108,BUG-002896,EXEC-011770,TC-001100,Manufacturing Dashboard,Website,"[""Worker"", ""Report"", ""Congress"", ""Only"", ""Prove""]","[""Career"", ""Door"", ""Fill"", ""Institution"", ""You"", ""Discuss"", ""Watch""]","[""File"", ""Edit"", ""View"", ""Reports"", ""Configuration""]","[""Confirm Training?""]","[""Same List""]","[""""]","[""""]","{""market"": ""word"", ""term"": ""risk"", ""choice"": ""listen""}",2010-03-22T01:48:48,The user configured the employee record but the system raised a validation exception. The sales representative rejected the subscription renewal triggering a workflow notification.
ocr_batch_009.json:1109,ocr_batch_009.json,1109,BUG-008283,EXEC-003400,TC-002807,Sales Dashboard,Website,"[""Lawyer"", ""Knowledge"", ""Language"", ""Them""]","[""These"", ""Plan"", ""Here"", ""His"", ""Case""]","[""File"", ""Edit"", ""View"", ""Reports"", ""Configuration""]","[""Confirm All?""]","[""This List""]","[""The warehouse operator configured the employee record and successfully completed the transaction.""]","[""""]","{""support"": ""late"", ""evening"": ""wall"", ""middle"": ""heavy""}",2022-01-15T15:38:23,The background job rejected the manufacturing order and successfully completed the transaction. The API endpoint calculated the incoming shipment while ensuring all mandatory fields were populated.
ocr_batch_009.json:1110,ocr_batch_009.json,1110,BUG-006373,EXEC-008123,TC-016971,CRM Dashboard,Inventory,"[""Economic"", ""For"", ""Drug""]","[""Case"", ""Street"", ""Guess"", ""But"", ""Or""]","[""File"", ""Edit"", ""View"", ""Reports"", ""Configuration""]","[""Confirm Interesting?""]","[""Head List""]","[""The system configured the transfer which resulted in an AccessError.""]","[""The system calculated the subscription renewal which resulted in an AccessError.""]","{""building"": ""read"", ""rather"": ""customer"", ""again"": ""color""}",1973-12-24T03:30:04,The background job configured the incoming shipment and successfully completed the transaction. The warehouse operator verified the POS receipt triggering a workflow notification.
ocr_batch_009.json:1111,ocr_batch_009.json,1111,BUG-002866,EXEC-003893,TC-006833,Maintenance Dashboard,Payroll,"[""Family"", ""Away"", ""Wear"", ""Community""]","[""Plan"", ""Left"", ""Guy""]","[""File"", ""Edit"", ""View"", ""Reports"", ""Configuration""]","[""Confirm Pass?""]","[""Bad List""]","[""""]","[""The accountant updated the invoice triggering a workflow notification.""]","{""parent"": ""page"", ""door"": ""study""}",1972-11-08T13:03:08,The warehouse operator deleted the manufacturing order due to missing configuration settings.
ocr_batch_009.json:1112,ocr_batch_009.json,1112,BUG-008564,EXEC-017947,TC-007652,Helpdesk Dashboard,POS,"[""Party"", ""Learn""]","[""Cause"", ""All"", ""Consider""]","[""File"", ""Edit"", ""View"", ""Reports"", ""Configuration""]","[""Confirm Place?""]","[""Institution List""]","[""The sales representative escalated the employee record which resulted in an AccessError.""]","[""The system configured the incoming shipment but the system raised a validation exception.""]","{""reveal"": ""win"", ""money"": ""production"", ""red"": ""act"", ""hand"": ""outside""}",1988-05-03T13:10:30,The manager processed the incoming shipment and successfully completed the transaction.
ocr_batch_009.json:1113,ocr_batch_009.json,1113,BUG-007275,EXEC-006586,TC-002620,Website Dashboard,Maintenance,"[""Information"", ""Wrong"", ""Special"", ""Within"", ""Break""]","[""Kitchen"", ""Skill"", ""Two"", ""Opportunity""]","[""File"", ""Edit"", ""View"", ""Reports"", ""Configuration""]","[""Confirm Answer?""]","[""Name List""]","[""""]","[""The manager escalated the employee record after verifying the related documents.""]","{""want"": ""later"", ""cold"": ""between""}",1997-11-12T12:07:24,The system calculated the incoming shipment and successfully completed the transaction.
ocr_batch_009.json:1114,ocr_batch_009.json,1114,BUG-000382,EXEC-004238,TC-009706,Subscriptions Dashboard,Payroll,"[""Win"", ""Bring"", ""Police"", ""Television"", ""Than""]","[""Career"", ""Least"", ""Cultural""]","[""File"", ""Edit"", ""View"", ""Reports"", ""Configuration""]","[""Confirm Single?""]","[""Different List""]","[""""]","[""The accountant verified the transfer after verifying the related documents.""]","{""part"": ""hotel"", ""skin"": ""method"", ""security"": ""might"", ""per"": ""member""}",1997-01-30T18:54:23,The system calculated the invoice which resulted in an AccessError. The sales representative configured the manufacturing order after verifying the related documents.
ocr_batch_009.json:1115,ocr_batch_009.json,1115,BUG-002731,EXEC-009978,TC-006614,Subscriptions Dashboard,Subscriptions,"[""Choice"", ""Since"", ""Join"", ""Man"", ""Protect""]","[""Book"", ""Yes"", ""According"", ""Policy"", ""Down"", ""Single""]","[""File"", ""Edit"", ""View"", ""Reports"", ""Configuration""]","[""Confirm Bit?""]","[""Too List""]","[""The API endpoint attempted to confirm the invoice after verifying the related documents.""]","[""""]","{""analysis"": ""model"", ""two"": ""speak""}",1999-01-26T15:14:21,The background job escalated the employee record due to missing configuration settings. The sales representative updated the invoice but encountered a permission error.
ocr_batch_009.json:1116,ocr_batch_009.json,1116,BUG-003504,EXEC-010729,TC-008038,Accounting Dashboard,eCommerce,"[""Approach"", ""Expect""]","[""Thing"", ""Health"", ""At"", ""Benefit""]","[""File"", ""Edit"", ""View"", ""Reports"", ""Configuration""]","[""Confirm Your?""]","[""Talk List""]","[""""]","[""The manager verified the subscription renewal due to missing configuration settings.""]","{""against"": ""value"", ""song"": ""both"", ""health"": ""conference"", ""democratic"": ""respond""}",1994-08-13T20:19:24,The warehouse operator rejected the manufacturing order which resulted in an AccessError.
ocr_batch_009.json:1117,ocr_batch_009.json,1117,BUG-009973,EXEC-018358,TC-002095,Documents Dashboard,Maintenance,"[""Baby"", ""Price"", ""From""]","[""Want"", ""Win"", ""Field"", ""Affect"", ""Military"", ""Surface""]","[""File"", ""Edit"", ""View"", ""Reports"", ""Configuration""]","[""Confirm Outside?""]","[""Natural List""]","[""""]","[""""]","{""total"": ""fall"", ""organization"": ""their"", ""fly"": ""seat"", ""happy"": ""bring""}",1982-06-12T11:22:49,The API endpoint calculated the POS receipt due to missing configuration settings. The warehouse operator configured the incoming shipment which resulted in an AccessError.
ocr_batch_009.json:1118,ocr_batch_009.json,1118,BUG-002376,EXEC-019644,TC-009969,Project Dashboard,Maintenance,"[""Store"", ""Conference""]","[""Tax"", ""Successful"", ""Plan""]","[""File"", ""Edit"", ""View"", ""Reports"", ""Configuration""]","[""Confirm Better?""]","[""Like List""]","[""The accountant attempted to confirm the subscription renewal but the system raised a validation exception.""]","[""""]","{""learn"": ""movie"", ""public"": ""idea""}",1986-12-25T03:05:40,The system processed the invoice and successfully completed the transaction.
ocr_batch_009.json:1119,ocr_batch_009.json,1119,BUG-009700,EXEC-007767,TC-015430,Quality Dashboard,eCommerce,"[""Civil"", ""Another"", ""Much"", ""Art""]","[""Material"", ""Often"", ""Direction""]","[""File"", ""Edit"", ""View"", ""Reports"", ""Configuration""]","[""Confirm Likely?""]","[""Window List""]","[""The manager deleted the employee record after verifying the related documents.""]","[""The manager calculated the transfer but encountered a permission error.""]","{""including"": ""tax"", ""yard"": ""appear"", ""affect"": ""answer"", ""cost"": ""organization"", ""price"": ""happy"", ""which"": ""drive""}",2023-10-26T13:30:07,The manager processed the employee record triggering a workflow notification.
ocr_batch_009.json:1120,ocr_batch_009.json,1120,BUG-001851,EXEC-009357,TC-017399,Knowledge Dashboard,Accounting,"[""Party"", ""Girl"", ""Day"", ""Draw"", ""Stop""]","[""Hundred"", ""Line"", ""Medical"", ""Current"", ""Place""]","[""File"", ""Edit"", ""View"", ""Reports"", ""Configuration""]","[""Confirm Sister?""]","[""Stock List""]","[""The warehouse operator escalated the manufacturing order due to missing configuration settings.""]","[""""]","{""sound"": ""the"", ""should"": ""class"", ""movie"": ""play"", ""college"": ""three"", ""most"": ""budget"", ""blue"": ""by""}",2010-03-13T07:21:10,The accountant processed the invoice triggering a workflow notification. The background job calculated the transfer which resulted in an AccessError.
ocr_batch_009.json:1121,ocr_batch_009.json,1121,BUG-003309,EXEC-006539,TC-002701,eCommerce Dashboard,Studio,"[""Wait"", ""Actually""]","[""Third"", ""Need"", ""Table"", ""Ready"", ""Successful""]","[""File"", ""Edit"", ""View"", ""Reports"", ""Configuration""]","[""Confirm Pretty?""]","[""And List""]","[""""]","[""""]","{""like"": ""everyone"", ""our"": ""reason"", ""according"": ""now""}",2003-04-25T02:43:25,The background job calculated the subscription renewal triggering a workflow notification. The API endpoint updated the subscription renewal and successfully completed the transaction.
ocr_batch_009.json:1122,ocr_batch_009.json,1122,BUG-000480,EXEC-018222,TC-009510,Accounting Dashboard,Subscriptions,"[""Start"", ""People"", ""Amount"", ""Wide"", ""Recent""]","[""Hold"", ""Power"", ""Man"", ""Out"", ""You"", ""Type""]","[""File"", ""Edit"", ""View"", ""Reports"", ""Configuration""]","[""Confirm Whom?""]","[""Able List""]","[""The API endpoint configured the employee record but encountered a permission error.""]","[""""]","{""can"": ""stand"", ""place"": ""town"", ""study"": ""actually"", ""night"": ""condition"", ""people"": ""piece"", ""instead"": ""still""}",2015-04-15T12:53:37,The sales representative escalated the employee record but encountered a permission error. The warehouse operator attempted to confirm the POS receipt due to missing configuration settings.
ocr_batch_009.json:1123,ocr_batch_009.json,1123,BUG-002954,EXEC-005148,TC-007720,Purchase Dashboard,Accounting,"[""Start"", ""Action"", ""Amount""]","[""Area"", ""Attention"", ""Center"", ""Chance"", ""Pass"", ""Exactly"", ""Family"", ""Chair""]","[""File"", ""Edit"", ""View"", ""Reports"", ""Configuration""]","[""Confirm Agree?""]","[""Year List""]","[""The API endpoint calculated the POS receipt while ensuring all mandatory fields were populated.""]","[""The API endpoint validated the subscription renewal while ensuring all mandatory fields were populated.""]","{""across"": ""page"", ""political"": ""hard"", ""foot"": ""amount""}",1993-06-12T09:25:46,The manager updated the incoming shipment due to missing configuration settings.
ocr_batch_009.json:1124,ocr_batch_009.json,1124,BUG-006053,EXEC-004098,TC-001912,Rental Dashboard,Studio,"[""So"", ""Avoid"", ""Already"", ""Of""]","[""On"", ""Across"", ""Leg"", ""Sister"", ""Production"", ""Own""]","[""File"", ""Edit"", ""View"", ""Reports"", ""Configuration""]","[""Confirm Remember?""]","[""Fact List""]","[""""]","[""The background job validated the incoming shipment due to missing configuration settings.""]","{""wait"": ""may"", ""agency"": ""new"", ""and"": ""bed"", ""happy"": ""focus"", ""low"": ""not""}",1983-10-23T07:54:36,The user configured the transfer which resulted in an AccessError. The API endpoint updated the incoming shipment which resulted in an AccessError.
ocr_batch_009.json:1125,ocr_batch_009.json,1125,BUG-009310,EXEC-001046,TC-012058,Maintenance Dashboard,Inventory,"[""Face"", ""Marriage"", ""Claim"", ""Who"", ""Anyone""]","[""Ten"", ""Local"", ""Parent"", ""Risk""]","[""File"", ""Edit"", ""View"", ""Reports"", ""Configuration""]","[""Confirm Work?""]","[""Institution List""]","[""""]","[""The background job deleted the POS receipt but the system raised a validation exception.""]","{""music"": ""think"", ""politics"": ""often"", ""expect"": ""run"", ""everything"": ""born""}",2023-07-22T18:36:47,The warehouse operator rejected the employee record due to missing configuration settings.
ocr_batch_009.json:1126,ocr_batch_009.json,1126,BUG-003789,EXEC-017191,TC-003864,Quality Dashboard,Quality,"[""Stock"", ""Impact"", ""Phone"", ""Box"", ""Inside""]","[""World"", ""Compare"", ""Some"", ""Skill""]","[""File"", ""Edit"", ""View"", ""Reports"", ""Configuration""]","[""Confirm Natural?""]","[""Fine List""]","[""The accountant validated the manufacturing order while ensuring all mandatory fields were populated.""]","[""The manager validated the POS receipt after verifying the related documents.""]","{""camera"": ""much"", ""full"": ""less"", ""carry"": ""seven"", ""relationship"": ""can""}",1989-11-22T09:53:08,The accountant updated the manufacturing order but the system raised a validation exception.
ocr_batch_009.json:1127,ocr_batch_009.json,1127,BUG-007972,EXEC-011405,TC-015432,Documents Dashboard,Accounting,"[""Step"", ""Thought"", ""Idea"", ""With"", ""Almost""]","[""Himself"", ""Through"", ""Message"", ""Only"", ""Position"", ""Stuff""]","[""File"", ""Edit"", ""View"", ""Reports"", ""Configuration""]","[""Confirm Able?""]","[""Hot List""]","[""The accountant rejected the transfer while ensuring all mandatory fields were populated.""]","[""""]","{""box"": ""window"", ""head"": ""understand"", ""though"": ""her"", ""until"": ""herself"", ""open"": ""civil"", ""stay"": ""customer""}",1976-08-24T04:00:49,The system attempted to confirm the transfer while ensuring all mandatory fields were populated.
ocr_batch_009.json:1128,ocr_batch_009.json,1128,BUG-004494,EXEC-004147,TC-008550,Inventory Dashboard,Purchase,"[""Image"", ""Last""]","[""As"", ""Strong"", ""Late"", ""Few"", ""Center"", ""Computer""]","[""File"", ""Edit"", ""View"", ""Reports"", ""Configuration""]","[""Confirm Dream?""]","[""Beat List""]","[""""]","[""""]","{""painting"": ""law"", ""successful"": ""soon"", ""network"": ""community"", ""side"": ""heart""}",2018-12-17T20:06:52,The API endpoint calculated the manufacturing order due to missing configuration settings.
ocr_batch_009.json:1129,ocr_batch_009.json,1129,BUG-001952,EXEC-003369,TC-004459,Studio Dashboard,Maintenance,"[""Light"", ""Off""]","[""Work"", ""Opportunity"", ""Hard"", ""Put""]","[""File"", ""Edit"", ""View"", ""Reports"", ""Configuration""]","[""Confirm Owner?""]","[""Cultural List""]","[""""]","[""The API endpoint verified the incoming shipment but encountered a permission error.""]","{""bit"": ""drug"", ""create"": ""suffer""}",1979-11-23T02:27:46,The sales representative configured the incoming shipment and successfully completed the transaction.
ocr_batch_009.json:1130,ocr_batch_009.json,1130,BUG-001646,EXEC-019020,TC-018867,Studio Dashboard,Rental,"[""Nature"", ""End"", ""Almost"", ""Computer"", ""Government""]","[""Interesting"", ""Until"", ""Might"", ""Push"", ""Mention"", ""Structure""]","[""File"", ""Edit"", ""View"", ""Reports"", ""Configuration""]","[""Confirm Something?""]","[""Walk List""]","[""""]","[""""]","{""identify"": ""small"", ""pattern"": ""none"", ""billion"": ""best"", ""door"": ""various""}",1996-07-27T09:08:20,The accountant configured the POS receipt due to missing configuration settings.
ocr_batch_009.json:1131,ocr_batch_009.json,1131,BUG-007773,EXEC-000335,TC-011854,Website Dashboard,Payroll,"[""Bank"", ""Traditional"", ""Hot"", ""Assume""]","[""Expect"", ""Election"", ""Guy"", ""Reveal""]","[""File"", ""Edit"", ""View"", ""Reports"", ""Configuration""]","[""Confirm Create?""]","[""Four List""]","[""The accountant calculated the transfer after verifying the related documents.""]","[""""]","{""factor"": ""her"", ""individual"": ""clearly""}",2003-05-13T02:03:40,The manager updated the POS receipt while ensuring all mandatory fields were populated.
ocr_batch_009.json:1132,ocr_batch_009.json,1132,BUG-007242,EXEC-013420,TC-001997,Quality Dashboard,Purchase,"[""Any"", ""Allow"", ""Door""]","[""Modern"", ""Natural"", ""Year"", ""Arrive"", ""Western"", ""Style"", ""Anyone"", ""Point""]","[""File"", ""Edit"", ""View"", ""Reports"", ""Configuration""]","[""Confirm Leader?""]","[""Capital List""]","[""The warehouse operator deleted the subscription renewal triggering a workflow notification.""]","[""The system processed the incoming shipment and successfully completed the transaction.""]","{""bill"": ""he"", ""collection"": ""help"", ""country"": ""safe"", ""last"": ""will""}",1998-07-26T04:59:43,The API endpoint verified the invoice which resulted in an AccessError. The sales representative rejected the incoming shipment and successfully completed the transaction.
ocr_batch_009.json:1133,ocr_batch_009.json,1133,BUG-009646,EXEC-000852,TC-004968,Subscriptions Dashboard,Accounting,"[""Deep"", ""Significant""]","[""Measure"", ""Choice"", ""Able"", ""Kitchen"", ""Generation""]","[""File"", ""Edit"", ""View"", ""Reports"", ""Configuration""]","[""Confirm Wall?""]","[""Performance List""]","[""""]","[""The background job validated the employee record while ensuring all mandatory fields were populated.""]","{""hair"": ""both"", ""someone"": ""stand""}",2020-09-25T19:46:25,The background job calculated the invoice triggering a workflow notification. The system validated the employee record which resulted in an AccessError.
ocr_batch_009.json:1134,ocr_batch_009.json,1134,BUG-000532,EXEC-009510,TC-014066,POS Dashboard,Project,"[""Individual"", ""Forward"", ""Some""]","[""Know"", ""How"", ""Leg"", ""She"", ""Long"", ""Production""]","[""File"", ""Edit"", ""View"", ""Reports"", ""Configuration""]","[""Confirm Beautiful?""]","[""Follow List""]","[""The background job updated the transfer due to missing configuration settings.""]","[""""]","{""five"": ""religious"", ""character"": ""husband"", ""defense"": ""keep"", ""box"": ""best"", ""weight"": ""suggest"", ""expert"": ""significant""}",2010-09-27T06:12:32,The accountant deleted the manufacturing order after verifying the related documents.
ocr_batch_009.json:1135,ocr_batch_009.json,1135,BUG-007143,EXEC-010659,TC-008645,Project Dashboard,CRM,"[""Positive"", ""Sign""]","[""Plan"", ""Spring"", ""Onto"", ""Seem"", ""Environmental"", ""Near"", ""Response"", ""Short""]","[""File"", ""Edit"", ""View"", ""Reports"", ""Configuration""]","[""Confirm Short?""]","[""Area List""]","[""The user updated the invoice after verifying the related documents.""]","[""The accountant updated the incoming shipment due to missing configuration settings.""]","{""difficult"": ""take"", ""such"": ""similar"", ""ground"": ""toward"", ""record"": ""sign"", ""center"": ""hospital"", ""strategy"": ""happy""}",2009-01-30T09:43:33,The manager configured the transfer while ensuring all mandatory fields were populated.
ocr_batch_009.json:1136,ocr_batch_009.json,1136,BUG-007073,EXEC-007700,TC-007911,Subscriptions Dashboard,Knowledge,"[""Write"", ""Specific""]","[""Score"", ""Hope"", ""Practice"", ""Tv"", ""Hour"", ""Seat"", ""Campaign""]","[""File"", ""Edit"", ""View"", ""Reports"", ""Configuration""]","[""Confirm Stage?""]","[""Bank List""]","[""The warehouse operator calculated the subscription renewal which resulted in an AccessError.""]","[""The user validated the incoming shipment but the system raised a validation exception.""]","{""authority"": ""woman"", ""kind"": ""music"", ""increase"": ""what""}",1988-10-23T18:12:25,The system deleted the invoice while ensuring all mandatory fields were populated. The warehouse operator validated the invoice due to missing configuration settings.
ocr_batch_009.json:1137,ocr_batch_009.json,1137,BUG-002979,EXEC-019101,TC-002498,Purchase Dashboard,Maintenance,"[""Name"", ""Against"", ""Himself"", ""Tend"", ""Not""]","[""See"", ""Rather"", ""Effort"", ""Radio"", ""Story"", ""Senior"", ""Through"", ""Near""]","[""File"", ""Edit"", ""View"", ""Reports"", ""Configuration""]","[""Confirm Commercial?""]","[""Fall List""]","[""""]","[""The sales representative calculated the manufacturing order due to missing configuration settings.""]","{""heavy"": ""first"", ""energy"": ""tax"", ""close"": ""might""}",2016-02-26T09:25:08,The API endpoint escalated the manufacturing order triggering a workflow notification.
ocr_batch_009.json:1138,ocr_batch_009.json,1138,BUG-008857,EXEC-006139,TC-012601,Studio Dashboard,Helpdesk,"[""Type"", ""Movie"", ""Think""]","[""Write"", ""Have"", ""Somebody"", ""War"", ""Movement"", ""Help"", ""Environment""]","[""File"", ""Edit"", ""View"", ""Reports"", ""Configuration""]","[""Confirm Rule?""]","[""Main List""]","[""The sales representative attempted to confirm the subscription renewal triggering a workflow notification.""]","[""The system verified the manufacturing order which resulted in an AccessError.""]","{""marriage"": ""significant"", ""partner"": ""trouble"", ""agent"": ""attorney"", ""page"": ""military""}",2018-12-19T19:22:08,The accountant verified the invoice and successfully completed the transaction. The background job rejected the manufacturing order due to missing configuration settings.
ocr_batch_009.json:1139,ocr_batch_009.json,1139,BUG-008305,EXEC-016087,TC-006190,eCommerce Dashboard,Manufacturing,"[""Read"", ""Magazine""]","[""Mother"", ""Move"", ""He"", ""Under""]","[""File"", ""Edit"", ""View"", ""Reports"", ""Configuration""]","[""Confirm Hold?""]","[""Hit List""]","[""The API endpoint calculated the manufacturing order while ensuring all mandatory fields were populated.""]","[""The API endpoint escalated the incoming shipment which resulted in an AccessError.""]","{""edge"": ""suddenly"", ""especially"": ""firm""}",2004-02-24T17:34:21,The background job rejected the incoming shipment while ensuring all mandatory fields were populated. The API endpoint deleted the incoming shipment while ensuring all mandatory fields were populated.
ocr_batch_009.json:1140,ocr_batch_009.json,1140,BUG-001468,EXEC-004388,TC-017562,Accounting Dashboard,Accounting,"[""Grow"", ""Many""]","[""Professor"", ""Perform"", ""Never"", ""Order""]","[""File"", ""Edit"", ""View"", ""Reports"", ""Configuration""]","[""Confirm Seek?""]","[""Energy List""]","[""The system escalated the incoming shipment after verifying the related documents.""]","[""The user calculated the manufacturing order while ensuring all mandatory fields were populated.""]","{""conference"": ""upon"", ""method"": ""ground"", ""theory"": ""pay"", ""into"": ""agreement"", ""bit"": ""garden"", ""young"": ""natural""}",2003-05-25T05:57:30,The accountant deleted the employee record after verifying the related documents. The system rejected the subscription renewal due to missing configuration settings.
ocr_batch_009.json:1141,ocr_batch_009.json,1141,BUG-007221,EXEC-007897,TC-011783,eCommerce Dashboard,CRM,"[""Wrong"", ""Doctor""]","[""Hand"", ""Along"", ""Side"", ""Since"", ""Old"", ""Senior"", ""Country""]","[""File"", ""Edit"", ""View"", ""Reports"", ""Configuration""]","[""Confirm Prove?""]","[""Buy List""]","[""""]","[""""]","{""enjoy"": ""others"", ""simply"": ""make"", ""important"": ""answer""}",2020-10-23T09:39:20,The system verified the invoice but the system raised a validation exception. The background job rejected the transfer and successfully completed the transaction.
ocr_batch_009.json:1142,ocr_batch_009.json,1142,BUG-006564,EXEC-016310,TC-005307,Accounting Dashboard,Documents,"[""Responsibility"", ""Yourself"", ""Such"", ""Produce""]","[""Camera"", ""Positive"", ""Performance"", ""Fund"", ""Under"", ""Positive"", ""Tv"", ""Gun""]","[""File"", ""Edit"", ""View"", ""Reports"", ""Configuration""]","[""Confirm Instead?""]","[""Need List""]","[""""]","[""""]","{""change"": ""condition"", ""stay"": ""green"", ""theory"": ""tax"", ""involve"": ""find""}",2013-11-20T02:44:26,The user updated the incoming shipment while ensuring all mandatory fields were populated.
ocr_batch_009.json:1143,ocr_batch_009.json,1143,BUG-005497,EXEC-004892,TC-005773,Documents Dashboard,CRM,"[""Common"", ""Hospital"", ""Wind"", ""Thank""]","[""Agree"", ""Buy"", ""Cell"", ""History"", ""Pick"", ""Quite"", ""Wish""]","[""File"", ""Edit"", ""View"", ""Reports"", ""Configuration""]","[""Confirm Guy?""]","[""Answer List""]","[""""]","[""""]","{""great"": ""impact"", ""produce"": ""shoulder"", ""be"": ""within"", ""everybody"": ""friend"", ""dinner"": ""style"", ""onto"": ""son""}",1980-07-23T21:58:56,The accountant updated the transfer which resulted in an AccessError.
ocr_batch_009.json:1144,ocr_batch_009.json,1144,BUG-009650,EXEC-002198,TC-004374,Project Dashboard,Rental,"[""Great"", ""Treat""]","[""Eye"", ""Up"", ""Never"", ""Street""]","[""File"", ""Edit"", ""View"", ""Reports"", ""Configuration""]","[""Confirm Table?""]","[""Break List""]","[""""]","[""""]","{""democratic"": ""protect"", ""clear"": ""find"", ""culture"": ""letter"", ""physical"": ""south"", ""to"": ""to"", ""red"": ""someone""}",1970-11-16T10:08:46,The accountant rejected the transfer triggering a workflow notification.
ocr_batch_009.json:1145,ocr_batch_009.json,1145,BUG-001108,EXEC-007729,TC-004557,Rental Dashboard,Purchase,"[""Challenge"", ""Democratic"", ""Plan""]","[""Present"", ""Expert"", ""Main"", ""Teacher"", ""State""]","[""File"", ""Edit"", ""View"", ""Reports"", ""Configuration""]","[""Confirm Candidate?""]","[""End List""]","[""""]","[""""]","{""quite"": ""trouble"", ""chance"": ""nice"", ""near"": ""house""}",2024-04-01T09:10:51,The background job attempted to confirm the transfer triggering a workflow notification. The sales representative rejected the transfer triggering a workflow notification.
ocr_batch_009.json:1146,ocr_batch_009.json,1146,BUG-001305,EXEC-017480,TC-018558,Manufacturing Dashboard,Purchase,"[""Charge"", ""Mention""]","[""Radio"", ""About"", ""Price"", ""Range"", ""About"", ""Old"", ""Wife""]","[""File"", ""Edit"", ""View"", ""Reports"", ""Configuration""]","[""Confirm Test?""]","[""Current List""]","[""""]","[""""]","{""impact"": ""support"", ""rule"": ""rise"", ""once"": ""account"", ""step"": ""attention"", ""oil"": ""born""}",1974-08-02T16:38:56,The sales representative escalated the employee record while ensuring all mandatory fields were populated.
ocr_batch_009.json:1147,ocr_batch_009.json,1147,BUG-007429,EXEC-013039,TC-010470,Website Dashboard,Rental,"[""We"", ""Stop"", ""Peace"", ""Chance""]","[""Doctor"", ""On"", ""Across"", ""Activity"", ""Mean"", ""Store""]","[""File"", ""Edit"", ""View"", ""Reports"", ""Configuration""]","[""Confirm Above?""]","[""Heart List""]","[""The accountant rejected the invoice and successfully completed the transaction.""]","[""""]","{""husband"": ""fill"", ""far"": ""hear""}",1982-08-14T01:59:38,The API endpoint validated the transfer and successfully completed the transaction.
